,Primacy_Agency,PWSID,PWS_Name,Sys_Size,Pb_Pipe,Pb_Connector,Galv_Pb,Galv_noPb,Unknown,no_reports,Total,county_fips,states_fips,FIPS,Total_Pb,pct_Pb
1912,MS,MS0380006,"NORTH LAUDERDALE W/A, INC",Medium,0,0,0,0,0,3962,3962,380,28,28380,0,0
1913,MS,MS0400002,EDINBURG DOMESTIC WATER ASSOCIATION,Small,0,0,0,0,0,0,526,400,28,28400,0,0
1914,MS,MS0400004,GOSHEN WATER ASSOCIATION,Small,0,0,0,0,0,134,134,400,28,28400,0,0
1915,MS,MS0400005,LENA WATER ASSOCIATION,Small,0,0,0,0,0,0,100,400,28,28400,0,0
1916,MS,MS0400008,SOUTHWEST LEAKE WATER ASSN,Small,0,0,0,0,0,0,827,400,28,28400,0,0
1917,MS,MS0400011,TOWN OF WALNUT GROVE,Small,0,0,0,0,0,0,274,400,28,28400,0,0
1918,MS,MS0400018,FREENY W/A #2-ROSEBUD SYSTEM,Small,0,0,0,0,0,0,995,400,28,28400,0,0
1919,MS,MS0410007,MOOREVILLE-RICHMOND W/A #1,Medium,0,0,0,0,1450,0,1450,410,28,28410,0,0
1920,MS,MS0410015,CITY OF TUPELO,Medium,0,0,0,0,16254,0,16254,410,28,28410,0,0
1921,MS,MS0420010,EAST LEFLORE WATER & SEWER DST,Medium,0,0,0,0,2132,0,2132,420,28,28420,0,0
1922,MS,MS0440003,COLUMBUS LIGHT & WATER,Medium,0,0,0,0,12253,0,12253,440,28,28440,0,0
1923,MS,MS0440080,EAST LOWNDES W/A #2-HUCKLEBERRY,Medium,0,0,0,0,2721,0,2725,440,28,28440,0,0
1924,MS,MS0440081,EAST LOWNDES W/A A EAST-OLD YORKVILLE,Medium,0,0,0,0,1869,0,1872,440,28,28440,0,0
1925,MS,MS0440100,EAST LOWNDES #4-HERMAN-VAUGHN,Medium,0,0,0,0,2285,0,2287,440,28,28440,0,0
1926,MS,MS0450002,BEAR CREEK W/A -EAST,Medium,0,0,0,0,0,0,40,450,28,28450,0,0
1927,MS,MS0450007,EAST MADISON WATER ASSN-WEST,Medium,0,0,0,0,0,0,2780,450,28,28450,0,0
1928,MS,MS0450010,CITY OF MADISON,Medium,0,0,0,0,0,0,5850,450,28,28450,0,0
1929,MS,MS0450021,BEAR CREEK W/A-WEST,Medium,0,0,0,0,0,0,10938,450,28,28450,0,0
1930,MS,MS0470002,CITY OF HOLLY SPRINGS,Medium,0,0,0,0,0,3635,3635,470,28,28470,0,0
1931,MS,MS0470105,MARSHALL CO WATER ASSN,Medium,0,0,0,0,0,1479,1479,470,28,28470,0,0
1932,MS,MS0480002,CITY OF AMORY,Medium,0,20,20,50,0,0,90,480,28,28480,40,0.444444444
1933,MS,MS0490010,CITY OF WINONA,Medium,0,0,0,0,1952,0,1952,490,28,28490,0,0
1934,MS,MS0500004,CENTRAL W/A-EAST SIDE,Medium,0,0,0,0,0,0,2377,500,28,28500,0,0
1935,MS,MS0530006,CLAYTON VILLAGE W/A #1-EAST,Medium,0,0,0,0,1620,0,1620,530,28,28530,0,0
1936,MS,MS0530012,MS STATE UNIVERSITY,Medium,25,25,25,0,0,0,310,530,28,28530,75,0.241935484
1937,MS,MS0530020,CITY OF STARKVILLE,Medium,20,0,0,0,11767,0,14987,530,28,28530,20,0.00133449
1938,MS,MS0550004,"PICAYUNE UTILITIES, CITY OF",Medium,0,0,0,500,380,0,5380,550,28,28550,0,0
1939,MS,MS0550005,PEARL RIVER CENTRAL W/A,Medium,0,0,0,0,0,4110,4110,550,28,28550,0,0
1940,MS,MS0570004,CITY OF MCCOMB,Medium,4,0,0,0,0,0,4,570,28,28570,4,1
1941,MS,MS0570014,SUNNYHILL WATER ASSOCIATION,Medium,0,0,0,0,0,1425,1425,570,28,28570,0,0
1942,MS,MS0580002,EAST PONTOTOC WATER ASSN,Medium,0,0,0,0,1357,0,1357,580,28,28580,0,0
1943,MS,MS0580004,OAK HILL WATER ASSN,Medium,0,0,0,0,1644,0,1644,580,28,28580,0,0
1944,MS,MS0590002,BIG V WATER ASSOCIATION,Medium,0,0,0,0,0,1382,1382,590,28,28590,0,0
1945,MS,MS0590014,WHEELER-FRANKSTOWN WATER ASSN,Medium,0,0,0,0,1558,0,1558,590,28,28590,0,0
1946,MS,MS0610012,LANGFORD WATER ASSOCIATION,Medium,0,0,0,0,0,1437,1437,610,28,28610,0,0
1947,MS,MS0610017,CITY OF PEARL,Medium,0,0,0,0,0,11928,11928,610,28,28610,0,0
1948,MS,MS0610044,CITY OF FLOWOOD - NORANCO,Medium,0,0,0,0,0,1497,1497,610,28,28610,0,0
1949,MS,MS0620011,STEELE-RINGGOLD W/A #1,Medium,0,0,0,0,0,1121,1121,620,28,28620,0,0
1950,MS,MS0640014,SMITHS CROSSING WATER ASSN,Medium,0,0,0,0,0,0,1700,640,28,28640,0,0
1951,MS,MS0640022,OKATOMA WATER ASSOCIATION #2,Medium,0,0,0,0,0,2400,2400,640,28,28640,0,0
1952,MS,MS0690005,CITY OF SENATOBIA,Medium,0,0,0,0,0,3640,3640,690,28,28690,0,0
1953,MS,MS0700008,CITY OF RIPLEY,Medium,0,0,0,20,0,0,4105,700,28,28700,0,0
1954,MS,MS0710006,CITY OF IUKA,Medium,0,0,0,0,2941,0,2941,710,28,28710,0,0
1955,MS,MS0720024,TUNICA COUNTY UTILITY DISTRICT,Medium,0,0,0,0,0,0,2900,720,28,28720,0,0
1956,MS,MS0740004,"LEXIE WATER ASSOCIATION, INC.",Medium,0,0,0,0,0,0,1620,740,28,28740,0,0
1957,MS,MS0740076,MAGEES CREEK W/A-NORTH,Medium,0,0,0,0,0,0,2757,740,28,28740,0,0
1958,MS,MS0750004,FISHER FERRY WATER DISTRICT,Medium,0,0,0,0,0,1966,1966,750,28,28750,0,0
1959,MS,MS0750010,CITY OF VICKSBURG,Medium,0,0,0,0,0,11075,11075,750,28,28750,0,0
1960,MS,MS0760004,CITY OF GREENVILLE,Medium,0,0,0,0,12000,0,12000,760,28,28760,0,0
1961,MS,MS0760006,CITY OF LELAND,Medium,0,0,0,0,1711,0,1711,760,28,28760,0,0
1962,MS,MS0780005,CITY OF EUPORA,Medium,0,0,0,0,2087,0,2087,780,28,28780,0,0
1963,MS,MS0810011,CITY OF WATER VALLEY,Medium,0,0,0,0,1632,0,1632,810,28,28810,0,0
1964,MS,MS0820014,CITY OF YAZOO CITY,Medium,0,0,0,0,5214,0,5218,820,28,28820,0,0
1965,MT,MT0000016,ANACONDA WATER DEPARTMENT,Medium,0,0,0,0,0,0,2499,0,30,30000,0,0
1966,MT,MT0000062,OUTBACK MOBILE HOME SETTLEMENT,Small,0,0,0,0,32,0,32,0,30,30000,0,0
1967,MT,MT0000078,STILLWATER WATER DISTRICT,Small,0,0,0,0,19,0,19,0,30,30000,0,0
1968,MT,MT0000153,BILLINGS  CITY OF,Large,0,0,0,0,0,31536,31536,0,30,30000,0,0
1969,MT,MT0000155,CO WATER DIST OF BILLINGS HEIGHTS,Medium,0,0,0,0,0,0,5625,0,30,30000,0,0
1970,MT,MT0000161,BOZEMAN  CITY OF,Medium,1,0,15,0,13968,0,13984,0,30,30000,16,0.001144165
1971,MT,MT0000170,BUTTE SILVERBOW WATER DEPT,Medium,0,0,0,0,0,12464,12464,0,30,30000,0,0
1972,MT,MT0000181,COLUMBIA FALLS  CITY OF,Medium,0,0,0,0,2127,0,2127,0,30,30000,0,0
1973,MT,MT0000201,DILLON  CITY OF,Medium,0,0,0,0,1769,0,1769,0,30,30000,0,0
1974,MT,MT0000229,GLENDIVE  CITY OF,Medium,341,0,0,0,1868,0,2209,0,30,30000,341,0.154368493
1975,MT,MT0000241,HELENA WATER SYSTEM,Medium,0,0,0,0,11646,0,11646,0,30,30000,0,0
1976,MT,MT0000253,HUNGRY HORSE CO WATER AND SEWER DISTRICT,Small,0,0,0,0,0,0,351,0,30,30000,0,0
1977,MT,MT0000259,KALISPELL PUBLIC WORKS,Medium,100,0,0,0,3000,0,8579,0,30,30000,100,0.01165637
1978,MT,MT0000262,BIGFORK COUNTY WATER AND SEWER,Small,0,0,0,0,1432,0,1432,0,30,30000,0,0
1979,MT,MT0000271,LEWISTOWN  CITY OF,Medium,0,0,0,0,2873,0,2873,0,30,30000,0,0
1980,MT,MT0000274,LIBBY  CITY OF,Medium,0,0,0,0,0,2046,2046,0,30,30000,0,0
1981,MT,MT0000291,MILES CITY CITY OF,Medium,50,380,140,340,50,0,3849,0,30,30000,570,0.148090413
1982,MT,MT0000294,MISSOULA WATER,Medium,0,0,0,6600,9250,0,15850,0,30,30000,0,0
1983,MT,MT0000327,SEELEY LAKE WATER DISTRICT,Small,0,0,0,0,0,0,750,0,30,30000,0,0
1984,MT,MT0000328,SHELBY  CITY OF,Medium,0,0,0,0,1282,0,1282,0,30,30000,0,0
1985,MT,MT0000452,CIRCLE J TRAILER COURT,Small,0,0,0,0,0,0,26,0,30,30000,0,0
1986,MT,MT0000518,SORREL SPRINGS HOA,Small,0,0,0,0,0,0,96,0,30,30000,0,0
1987,MT,MT0000525,GREAT FALLS  CITY OF,Medium,0,0,0,0,0,21257,21257,0,30,30000,0,0
1988,MT,MT0001672,MORNING STAR,Small,0,0,0,0,42,0,42,1,30,30001,0,0
1989,MT,MT0003215,MONTANA TRAILER COURT,Small,0,0,0,0,0,0,29,3,30,30003,0,0
1990,MT,MT0003643,LDS CHURCH  LOLO,Small,0,0,0,0,0,1,1,3,30,30003,0,0
1991,MT,MT0004083,WETTINGTON WATER DISTRICT INC,Small,0,0,0,0,66,0,66,4,30,30004,0,0
1992,MT,MT0004157,MISSOULA COUNTY FAIRGROUNDS,Medium,0,0,0,0,0,0,15,4,30,30004,0,0
1993,MT,MT0004204,UNIVERSITY OF MONTANA,Medium,0,0,0,0,0,0,67,4,30,30004,0,0
1994,MT,MT0004350,J NEILS MEMORIAL PARK,Small,0,0,0,0,4,0,4,4,30,30004,0,0
1995,MT,MT0004530,MEADOW BROOK PARK,Small,0,0,0,0,0,0,33,4,30,30004,0,0
1996,MT,MT0004600,FORTRESS OF JOY CHURCH,Small,0,0,0,0,1,0,1,4,30,30004,0,0
1997,MT,MT0004790,MONTANA STATE UNIVERSITY BOZEMAN,Medium,0,0,0,0,0,282,282,4,30,30004,0,0
1998,MT,MT0004973,GAS LIGHT VILLAGE LLC UNAPPROVED,Small,0,0,0,0,0,17,17,4,30,30004,0,0
1999,NC,NC0111010,ASHEVILLE CITY OF,Large,200,11115,43,0,31331,0,63468,111,37,37111,11358,0.178956324
2000,NC,NC0112015,MORGANTON CITY OF,Medium,0,4418,0,0,61,0,13249,112,37,37112,4418,0.333459129
2001,NC,NC0113010,"CONCORD, CITY OF",Large,0,1000,0,0,8980,0,45880,113,37,37113,1000,0.02179599
2002,NC,NC0118010,HICKORY CITY OF,Large,0,1305,0,0,5522,0,29140,118,37,37118,1305,0.044783802
2003,NC,NC0123055,CLEVELAND COUNTY WATER,Medium,0,0,0,0,0,0,21668,123,37,37123,0,0
2004,NC,NC0136010,TWO RIVERS UTILITIES,Large,0,500,0,100,25885,0,34568,136,37,37136,500,0.014464244
2005,NC,NC0144015,"CANTON, TOWN OF",Medium,0,1500,727,0,1405,0,3632,144,37,37144,2227,0.613160793
2006,NC,NC0145010,"HENDERSONVILLE, CITY OF",Medium,88,0,0,0,10632,0,32714,145,37,37145,88,0.00268998
2007,NC,NC0149185,HARBOUR POINT S/D,Medium,0,0,0,0,0,0,1594,149,37,37149,0,0
2008,NC,NC0156025,"OLD FORT, TOWN OF",Small,0,0,0,0,0,750,750,156,37,37156,0,0
2009,NC,NC0156112,SWISS VILLAGE WTR SYSTEM,Small,0,0,0,0,0,0,57,156,37,37156,0,0
2010,NC,NC0156125,DEER PARK HEALTH & REHAB.,Small,0,0,0,0,0,0,1,156,37,37156,0,0
2011,NC,NC0160010,CHARLOTTE WATER,Large,2100,2000,0,45100,1276,0,315372,160,37,37160,4100,0.01300052
2012,NC,NC0161010,"SPRUCE PINE, TOWN OF",Medium,0,44,0,0,665,0,2229,161,37,37161,44,0.019739794
2013,NC,NC0180010,SALISBURY-ROWAN,Medium,0,7000,0,0,10395,0,20480,180,37,37180,7000,0.341796875
2014,NC,NC0180065,"KANNAPOLIS, CITY OF",Medium,0,0,2402,310,5350,0,21191,180,37,37180,2402,0.113350007
2015,NC,NC0181035,BROAD RIVER WATER AUTHORITY,Medium,0,1800,0,800,1485,0,6924,181,37,37181,1800,0.259965338
2016,NC,NC0181484,GREEN HILL BAPTIST CHURCH,Small,0,0,0,0,0,0,1,181,37,37181,0,0
2017,NC,NC0184010,"ALBEMARLE, CITY OF",Medium,0,250,0,0,1600,0,8102,184,37,37184,250,0.030856579
2018,NC,NC0184015,"NORWOOD, TOWN OF",Medium,100,91,472,100,309,0,1866,184,37,37184,663,0.355305466
2019,NC,NC0188010,"BREVARD, CITY OF",Medium,0,95,15,0,1791,0,4754,188,37,37188,110,0.02313841
2020,NC,NC0190010,"MONROE, CITY OF",Medium,0,73,0,0,4546,0,14689,190,37,37190,73,0.004969705
2021,NC,NC0190413,UNION COUNTY WATER SYSTEM,Large,0,0,0,0,19235,0,62976,190,37,37190,0,0
2022,NC,NC0197015,MULBERRY-FAIRPLAINS WTR ASSOC,Medium,0,80,0,0,767,0,2656,197,37,37197,80,0.030120482
2023,NC,NC0201010,"BURLINGTON, CITY OF",Medium,0,400,0,0,14630,0,27000,201,37,37201,400,0.014814815
2024,NC,NC0229025,DAVIDSON WATER INC,Large,0,0,0,0,0,0,65826,229,37,37229,0,0
2025,NC,NC0229035,HANDY SANITARY DISTRICT,Medium,0,0,0,0,0,0,3280,229,37,37229,0,0
2026,NC,NC0234010,"WINSTON-SALEM, CITY OF",Large,6240,8611,6656,1248,57409,0,144748,234,37,37234,21507,0.148582364
2027,NC,NC0241010,"GREENSBORO, CITY OF",Large,0,382,0,0,108404,0,108786,241,37,37241,382,0.003511481
2028,NC,NC0241020,"HIGH POINT, CITY OF",Large,0,2237,0,3,26329,0,44736,241,37,37241,2237,0.050004471
2029,NC,NC0279020,"REIDSVILLE, CITY OF",Medium,0,47,50,450,4920,0,7934,279,37,37279,97,0.012225863
2030,NC,NC0286010,"MOUNT AIRY, CITY OF",Medium,0,271,0,403,4045,0,6743,286,37,37286,271,0.040189826
2031,NC,NC0291010,HENDERSON-KERR LAKE REG WTR,Medium,534,1372,0,277,5089,0,9490,291,37,37291,1906,0.200842993
2032,NC,NC0293015,WARREN COUNTY WATER SYSTEM,Medium,0,0,0,0,0,0,5550,293,37,37293,0,0
2033,NC,NC0304010,ANSON COUNTY WATER SYSTEM,Large,0,0,0,0,2992,0,5492,304,37,37304,0,0
2034,NC,NC0326010,FAYETTEVILLE PUBLIC WORKS COMM,Large,0,7000,8000,0,56326,0,101326,326,37,37326,15000,0.148037029
2035,NC,NC0326020,"SPRING LAKE, TOWN OF",Medium,0,400,0,0,2340,0,5150,326,37,37326,400,0.077669903
2036,NC,NC0332010,"DURHAM, CITY OF",Large,0,14000,34,0,35251,0,108637,332,37,37332,14034,0.129182507
2037,NC,NC0343010,"DUNN, CITY OF",Medium,0,478,0,0,1643,0,4825,343,37,37343,478,0.099067358
2038,NC,NC0343045,HARNETT REGIONAL WATER,Large,0,0,0,0,47501,0,47501,343,37,37343,0,0
2039,NC,NC0347025,HOKE CO REGIONAL WATER SYSTEM,Medium,0,0,0,0,0,0,10127,347,37,37347,0,0
2040,NC,NC0351070,JOHNSTON CO-WEST,Large,0,0,0,0,0,0,40012,351,37,37351,0,0
2041,NC,NC0353101,CAROLINA TRACE WATER SYSTEM,Medium,0,0,0,0,0,0,1702,353,37,37353,0,0
2042,NC,NC0363117,MOORE CO PUBLIC UTIL-SEVEN LAK,Medium,0,0,0,0,0,0,2798,363,37,37363,0,0
2043,NC,NC0378035,"MAXTON, TOWN OF",Medium,0,0,0,0,14,0,1335,378,37,37378,0,0
2044,NC,NC0378055,ROBESON COUNTY WATER SYSTEM,Medium,0,0,0,0,0,0,26191,378,37,37378,0,0
2045,NC,NC0383010,"LAURINBURG, CITY OF",Medium,0,0,0,0,7200,0,7200,383,37,37383,0,0
2046,NC,NC0392010,"RALEIGH, CITY OF",Large,0,15231,0,0,78231,0,212453,392,37,37392,15231,0.071691151
2047,NC,NC0392020,"CARY, TOWN OF",Large,0,0,5,0,6526,0,76232,392,37,37392,5,6.55893E-05
2048,NC,NC0392045,"APEX, TOWN OF",Medium,113,169,0,0,13573,0,27704,392,37,37392,282,0.010179036
2049,NC,NC0392050,"HOLLY SPRINGS, TOWN OF",Medium,0,15,0,0,0,0,16805,392,37,37392,15,0.000892591
2050,NC,NC0392228,PLEASANT HILL MOBILE ESTATES,Small,0,0,0,0,0,0,25,392,37,37392,0,0
2051,NC,NC0392298,STONEHENGE S/D,Small,0,0,0,0,624,0,738,392,37,37392,0,0
2052,NC,NC0410045,BRUNSWICK COUNTY WATER SYSTEM,Large,0,2500,0,899,12257,0,62375,410,37,37410,2500,0.04008016
2053,NC,NC0416010,"BEAUFORT, TOWN OF",Medium,0,807,0,0,1498,0,4134,416,37,37416,807,0.19521045
2054,NC,NC0427010,CURRITUCK COUNTY WATER SYSTEM,Medium,0,0,0,0,0,7009,7009,427,37,37427,0,0
2055,NC,NC0428030,DARE COUNTY WATER SYSTEM,Large,0,0,0,0,4269,0,15286,428,37,37428,0,0
2056,NC,NC0431010,"WALLACE, TOWN OF",Medium,0,20,1969,0,200,0,2404,431,37,37431,1989,0.827371048
2057,NC,NC0431015,"WARSAW, TOWN OF",Small,0,0,0,0,56,0,1506,431,37,37431,0,0
2058,NC,NC0431025,"ROSE HILL, TOWN OF",Small,0,0,0,0,935,0,935,431,37,37431,0,0
2059,NC,NC0431035,"MAGNOLIA, TOWN OF",Small,0,17,0,0,21,0,466,431,37,37431,17,0.036480687
2060,NC,NC0431040,"FAISON, TOWN OF",Small,0,20,0,0,0,0,555,431,37,37431,20,0.036036036
2061,NC,NC0431044,"TEACHEY, TOWN OF",Small,0,0,0,0,0,0,245,431,37,37431,0,0
2062,NC,NC0431103,MISSION PARK B&L TRAILER COURT,Small,0,0,0,0,0,0,26,431,37,37431,0,0
2063,NC,NC0440020,"HOOKERTON, TOWN OF",Small,14,41,44,46,28,0,282,440,37,37440,99,0.35106383
2064,NC,NC0440030,"WALSTONBURG, TOWN OF",Small,19,0,0,62,47,0,128,440,37,37440,19,0.1484375
2065,NC,NC0440105,SOUTH GREENE WTR CORP,Small,0,0,0,0,0,0,1037,440,37,37440,0,0
2066,NC,NC0448020,OCRACOKE SANITARY DISTRICT,Medium,0,0,0,0,0,0,1288,448,37,37448,0,0
2067,NC,NC0454030,DEEP RUN WATER CORPORATION,Medium,0,0,0,0,0,0,5364,454,37,37454,0,0
2068,NC,NC0454109,GREEN ACRES MHP,Small,0,0,0,0,0,0,83,454,37,37454,0,0
2069,NC,NC0454127,JACKSON HEIGHTS MHP,Small,0,0,0,0,0,57,57,454,37,37454,0,0
2070,NC,NC0464010,"ROCKY MOUNT, CITY OF",Medium,0,8582,100,0,10713,0,25304,464,37,37464,8682,0.343107809
2071,NC,NC0464020,"NASHVILLE, TOWN OF",Medium,0,800,200,0,500,0,3000,464,37,37464,1000,0.333333333
2072,NC,NC0464493,OAK LEVEL MAINTENANCE OFFICE,Small,0,0,0,0,0,0,3,464,37,37464,0,0
2073,NC,NC0464531,STONY HILL FWB CHURCH,Small,0,0,0,0,4,0,4,464,37,37464,0,0
2074,NC,NC0465010,CFPUA-WILMINGTON,Large,0,1250,250,0,17000,0,73500,465,37,37465,1500,0.020408163
2075,NC,NC0465232,CFPUA/NHC,Medium,0,0,0,0,0,0,14197,465,37,37465,0,0
2076,NC,NC0466108,NORTHAMPTON--MILWAUKEE,Medium,0,0,0,0,0,2552,2552,466,37,37466,0,0
2077,NC,NC0467010,JACKSONVILLE CITY OF,Medium,0,1070,308,0,4265,0,19196,467,37,37467,1378,0.071785789
2078,NC,NC0467035,ONSLOW WTR AND SEWER AUTHORITY,Large,0,58,0,1300,500,0,56111,467,37,37467,58,0.001033665
2079,NC,NC0469025,PAMLICO COUNTY WATER,Medium,0,0,0,0,0,0,7742,469,37,37469,0,0
2080,NC,NC0470010,"ELIZABETH CITY, CITY OF",Medium,0,977,20,0,5939,0,8176,470,37,37470,997,0.12194227
2081,NC,NC0474010,GREENVILLE UTILITIES COMM,Large,0,87,0,0,24777,0,52051,474,37,37474,87,0.001671438
2082,NC,NC0474020,"FARMVILLE, TOWN OF",Medium,0,82,15,500,1757,0,3555,474,37,37474,97,0.027285513
2083,NC,NC0474407,LIVE OAK FWB CHURCH,Small,0,0,0,0,1,0,1,474,37,37474,0,0
2084,NC,NC0496045,SOUTHERN WAYNE SANITARY DIST,Medium,0,0,0,0,0,0,3084,496,37,37496,0,0
2085,NC,NC0496065,WAYNE WATER DISTRICTS,Medium,0,0,0,0,0,0,19956,496,37,37496,0,0
2086,NC,NC1056013,SUNSET POINT S/D,Small,0,0,0,0,0,12,12,56,37,37056,0,0
2087,NC,NC1056031,BLACK BEAR DEVELOPMENT,Small,0,0,0,0,0,0,135,56,37,37056,0,0
2088,NC,NC1056032,MCDOWELL CO--NEBO,Small,0,0,0,0,0,0,337,56,37,37056,0,0
2089,NC,NC2060095,RURAL HILLS CULTURAL CENTER,Small,0,0,0,0,0,1,1,60,37,37060,0,0
2090,NC,NC3076010,PIEDMONT TRIAD REGIONAL,Large,0,0,0,0,0,0,6,76,37,37076,0,0
2091,NC,NC4092034,WYNTREE S/D,Small,0,0,0,0,12,0,18,92,37,37092,0,0
2092,NC,NC4092073,ROCKBRIDGE S/D,Small,0,0,0,0,0,410,410,92,37,37092,0,0
2093,NC,NC4092084,HAMPTON PARK SD,Small,0,0,0,0,62,0,83,92,37,37092,0,0
2094,NC,NC4092087,WHITECROFT MANOR S/D,Small,0,0,0,0,37,0,45,92,37,37092,0,0
2095,NC,NC6040000,SHINE WATER CORPORATION,Small,0,0,0,0,0,0,166,40,37,37040,0,0
2096,NC,NC6054001,NEUSE REGIONAL WTR & SWR AUTH,Large,0,0,0,0,0,0,14,54,37,37054,0,0
2097,NC,NC7024007,COLUMBUS CO WATER DISTRICT II,Medium,0,0,0,0,0,0,3115,24,37,37024,0,0
2098,ND,ND0100476,HETTINGER CITY OF,Small,0,0,0,0,666,0,666,100,38,38100,0,0
2099,ND,ND0100812,REEDER CITY OF,Small,0,0,0,0,102,0,102,100,38,38100,0,0
2100,ND,ND0200747,NOME CITY OF,Small,0,0,0,0,46,0,46,200,38,38200,0,0
2101,ND,ND0200858,SANBORN CITY OF,Small,0,0,0,0,0,0,97,200,38,38200,0,0
2102,ND,ND0200882,SIBLEY CITY OF,Small,0,0,0,0,0,0,45,200,38,38200,0,0
2103,ND,ND0200958,VALLEY CITY CITY OF,Medium,0,0,0,0,0,3230,3230,200,38,38200,0,0
2104,ND,ND0201058,BARNES RURAL WATER DISTRICT,Medium,0,0,0,0,0,1975,1975,201,38,38201,0,0
2105,ND,ND0410678,COTTONWOOD CAMPGROUND 6,Small,0,0,0,19,0,0,26,410,38,38410,0,0
2106,ND,ND0600119,BOWMAN CITY OF,Small,0,0,0,0,0,0,867,600,38,38600,0,0
2107,ND,ND0600819,RHAME CITY OF,Small,0,0,0,0,90,0,90,600,38,38600,0,0
2108,ND,ND0600869,SCRANTON CITY OF,Small,0,0,0,0,198,0,198,600,38,38600,0,0
2109,ND,ND0800080,BISMARCK CITY OF,Medium,4412,4412,0,0,4412,0,29319,800,38,38800,8824,0.300965244
2110,ND,ND0801154,SOUTH CENTRAL REGIONAL WATER DISTRICT,Medium,0,0,0,0,0,1750,1750,801,38,38801,0,0
2111,ND,ND0801502,SOUTH CENTRAL RWD NORTH BURLEIGH,Medium,0,0,0,0,0,4780,4780,801,38,38801,0,0
2112,ND,ND0900336,FARGO CITY OF,Large,1500,0,0,0,0,0,29913,900,38,38900,1500,0.050145422
2113,ND,ND0900999,WEST FARGO CITY OF,Medium,2,2,0,0,0,0,11332,900,38,38900,4,0.000352983
2114,ND,ND0901060,CASS RURAL WATER DISTRICT-PHASE I,Medium,0,0,0,0,0,1407,1407,901,38,38901,0,0
2115,ND,ND0901483,CASS RURAL WATER DISTRICT FARGO,Medium,0,0,0,0,0,1697,1697,901,38,38901,0,0
2116,ND,ND1001380,NORTHEAST RWD-LANGDON BRANCH,Medium,0,0,0,0,0,980,980,1,38,38001,0,0
2117,ND,ND1101442,SOUTHEAST WUD (WEST),Medium,0,0,0,0,0,0,600,101,38,38101,0,0
2118,ND,ND1501653,SOUTH CENTRAL RWD-EMMONS,Medium,0,0,0,0,0,1780,1780,501,38,38501,0,0
2119,ND,ND1800410,GRAND FORKS CITY OF,Medium,929,0,17,0,0,0,15346,800,38,38800,946,0.061644728
2120,ND,ND1801056,AGASSIZ WATER USERS DISTRICT,Medium,0,0,0,0,0,1375,1375,801,38,38801,0,0
2121,ND,ND1801062,EAST CENTRAL REGIONAL WD-GF,Medium,0,0,0,0,0,2500,2500,801,38,38801,0,0
2122,ND,ND2700990,WATFORD CITY CITY OF,Medium,0,0,0,0,0,850,850,700,38,38700,0,0
2123,ND,ND2701477,MCKENZIE COUNTY WRD - SYSTEM 1 & 4,Medium,0,0,0,0,0,245,245,701,38,38701,0,0
2124,ND,ND2900074,BEULAH CITY OF,Medium,0,0,0,0,0,1329,1329,900,38,38900,0,0
2125,ND,ND2901491,OMND WATER TREATMENT PLANT,Medium,0,0,0,0,0,1667,1667,901,38,38901,0,0
2126,ND,ND3000596,MANDAN CITY OF,Medium,0,0,0,0,0,7358,7358,0,38,38000,0,0
2127,ND,ND3001431,MISSOURI WEST WATER SYSTEM,Medium,0,0,0,0,0,1876,1876,1,38,38001,0,0
2128,ND,ND3401128,NORTHEAST RWD- NORTH VALLEY BRANCH,Medium,0,0,0,0,0,1316,1316,401,38,38401,0,0
2129,ND,ND3600231,DEVILS LAKE CITY OF,Medium,0,0,0,0,0,2200,2200,600,38,38600,0,0
2130,ND,ND3601424,GREATER RAMSEY WATER DISTRICT,Medium,0,0,0,0,0,2112,2112,601,38,38601,0,0
2131,ND,ND3700574,LISBON CITY OF,Medium,0,0,0,0,0,930,930,700,38,38700,0,0
2132,ND,ND4400615,MARMARTH CITY OF,Small,0,0,0,0,240,0,240,400,38,38400,0,0
2133,ND,ND4500242,DICKINSON CITY OF,Medium,209,0,0,0,4214,0,8496,500,38,38500,209,0.024599812
2134,ND,ND4501434,SOUTHWEST WATER AUTHORITY,Medium,0,0,0,0,0,3415,3415,501,38,38501,0,0
2135,ND,ND4700188,CLEVELAND CITY OF,Small,0,0,0,0,62,0,62,700,38,38700,0,0
2136,ND,ND4700498,JAMESTOWN CITY OF,Medium,0,0,0,0,0,5400,5400,700,38,38700,0,0
2137,ND,ND4700922,STREETER CITY OF,Small,0,0,0,0,0,0,126,700,38,38700,0,0
2138,ND,ND4701042,WOODWORTH CITY OF,Small,0,0,0,0,0,0,45,701,38,38701,0,0
2139,ND,ND4701303,STUTSMAN RURAL WATER DISTRICT,Medium,0,0,0,0,0,0,2670,701,38,38701,0,0
2140,ND,ND4711364,CRYSTAL SPRINGS BAPTIST CAMP,Small,0,0,0,0,0,0,14,711,38,38711,0,0
2141,ND,ND4900482,HILLSBORO CITY OF,Medium,0,0,0,0,0,400,400,900,38,38900,0,0
2142,ND,ND4900622,MAYVILLE CITY OF,Medium,0,0,0,0,0,681,681,900,38,38900,0,0
2143,ND,ND4901071,EAST CENTRAL REGIONAL WD-TRAILL,Medium,0,0,0,0,0,846,846,901,38,38901,0,0
2144,ND,ND5000408,GRAFTON CITY OF,Medium,0,0,0,0,0,1890,1890,0,38,38000,0,0
